Magazyn;Indeks;Jednostka miary;Stan;Stan minimalny;Wartoœæ;Nazwa;EAN-13;Symbol SWW PKWiU;Jednostka miary;
1;1732;szt;366;0;358,68;Ceg³a Klinkierowa 350 dziurawka;;26.40.11-15.30;szt;"insert into stany_mag (1,1732,'szt',366,0,358,68,'Ceg³a Klinkierowa 350 dziurawka','szt');"
1;1733;szt;152;0;448,4;Ceg³a klinkierowa  pe³na;;26.40.11-15.30;szt;"insert into stany_mag (1,1733,'szt',152,0,448,4,'Ceg³a klinkierowa  pe³na','szt');"
1;1734;szt;0;0;0;M³otek murarski 600 g;;;szt;"insert into stany_mag (1,1734,'szt',0,0,0,'M³otek murarski 600 g','szt');"
1;1735;szt;5;0;49,1;Taœma uniersalna 50x50m;;;szt;"insert into stany_mag (1,1735,'szt',5,0,49,1,'Taœma uniersalna 50x50m','szt');"
1;1736;szt;6;0;21,19;Trzonek do ³opat prosty 100cm;;;szt;"insert into stany_mag (1,1736,'szt',6,0,21,19,'Trzonek do ³opat prosty 100cm','szt');"
1;1737;szt;7;0;26,32;Trzony do ³opat i szpadli 90 cm;;;szt;"insert into stany_mag (1,1737,'szt',7,0,26,32,'Trzony do ³opat i szpadli 90 cm','szt');"
1;1738;szt;4;0;17,56;G¹bka Syntetyk;;;szt;"insert into stany_mag (1,1738,'szt',4,0,17,56,'G¹bka Syntetyk','szt');"
1;1739;szt;4;0;5,32;Pêdzel p³aski 30;;;szt;"insert into stany_mag (1,1739,'szt',4,0,5,32,'Pêdzel p³aski 30','szt');"
1;174;szt;0;0;0;Lej spustowy ORINOKO 125/75 br;;25.23.15-50.40;szt;"insert into stany_mag (1,174,'szt',0,0,0,'Lej spustowy ORINOKO 125/75 br','szt');"
1;1740;szt;4;0;9,88;Pêdzel p³aski 40;;;szt;"insert into stany_mag (1,1740,'szt',4,0,9,88,'Pêdzel p³aski 40','szt');"
1;1741;szt;5;0;14,35;Pêdzel p³aski 50;;;szt;"insert into stany_mag (1,1741,'szt',5,0,14,35,'Pêdzel p³aski 50','szt');"
1;1742;szt;7;0;30,59;Pêdzel p³aski 60;;;szt;"insert into stany_mag (1,1742,'szt',7,0,30,59,'Pêdzel p³aski 60','szt');"
1;1743;szt;7;0;38,22;Pêdzel p³aski 70;;;szt;"insert into stany_mag (1,1743,'szt',7,0,38,22,'Pêdzel p³aski 70','szt');"
1;1744;szt;6;0;43,8;Pêdzel p³aski 80;;;szt;"insert into stany_mag (1,1744,'szt',6,0,43,8,'Pêdzel p³aski 80','szt');"
1;1745;szt;11;0;23,43;Taœma lakiernicza 38x50m ¿ó³ta;;;szt;"insert into stany_mag (1,1745,'szt',11,0,23,43,'Taœma lakiernicza 38x50m ¿ó³ta','szt');"
1;1746;szt;44;0;119,8;Taœma lakiernicza 48x50m ¿ó³ta;;;szt;"insert into stany_mag (1,1746,'szt',44,0,119,8,'Taœma lakiernicza 48x50m ¿ó³ta','szt');"
1;1747;szt;3;0;34,32;Tektura falista 1x15 m;;;szt;"insert into stany_mag (1,1747,'szt',3,0,34,32,'Tektura falista 1x15 m','szt');"
1;1748;szt;4;0;26,24;Wa³ek Hardex 18cm z r¹czk¹ 8mm;;;szt;"insert into stany_mag (1,1748,'szt',4,0,26,24,'Wa³ek Hardex 18cm z r¹czk¹ 8mm','szt');"
1;1749;szt;1;0;8,34;Wiadro malarskie 19 l;;;szt;"insert into stany_mag (1,1749,'szt',1,0,8,34,'Wiadro malarskie 19 l','szt');"
1;175;szt;0;0;0;Rura bezkielichowa ORINOKO 75x1,5x4000 br;;25.23.15-50.40;szt;"insert into stany_mag (1,175,'szt',0,0,0,'Rura bezkielichowa ORINOKO 75x1,5x4000 br','szt');"
1;1750;szt;0;0;0;Wiadro malarskie 8 l;;;szt;"insert into stany_mag (1,1750,'szt',0,0,0,'Wiadro malarskie 8 l','szt');"
1;1751;szt;3;0;135,44;Zestaw do fugowania du¿y;;;szt;"insert into stany_mag (1,1751,'szt',3,0,135,44,'Zestaw do fugowania du¿y','szt');"
1;1752;szt;32;0;412,24;Dyka Rura kan. PP 110 2000mm;;25.21.21-55.10;szt;"insert into stany_mag (1,1752,'szt',32,0,412,24,'Dyka Rura kan. PP 110 2000mm','szt');"
1;1753;szt;72;0;1570,76;Dyka Rura kan. PP 110  3000mm;;25.21.21-55.10;szt;"insert into stany_mag (1,1753,'szt',72,0,1570,76,'Dyka Rura kan. PP 110  3000mm','szt');"
1;1754;szt;38;0;177,62;Dyka Rura kan. PP 110  500mm;;25.21.21-55.10;szt;"insert into stany_mag (1,1754,'szt',38,0,177,62,'Dyka Rura kan. PP 110  500mm','szt');"
1;1755;szt;9;0;24,57;Dyka Kolano PP 110/15;;25.21.22-70.30;szt;"insert into stany_mag (1,1755,'szt',9,0,24,57,'Dyka Kolano PP 110/15','szt');"
1;1756;szt;12;0;32,04;Dyka Kolano PP 110/30;;25.21.22-70.30;szt;"insert into stany_mag (1,1756,'szt',12,0,32,04,'Dyka Kolano PP 110/30','szt');"
1;1757;szt;19;0;53,96;Dyka Kolano PP 110/45;;25.21.22-70.30;szt;"insert into stany_mag (1,1757,'szt',19,0,53,96,'Dyka Kolano PP 110/45','szt');"
1;1758;szt;22;0;76,68;Dyka Kolano PP 110/67;;25.21.22-70.30;szt;"insert into stany_mag (1,1758,'szt',22,0,76,68,'Dyka Kolano PP 110/67','szt');"
1;1759;szt;30;0;94,2;Dyka Rura kan. PP 50  1000mm;;25.21.21-55.10;szt;"insert into stany_mag (1,1759,'szt',30,0,94,2,'Dyka Rura kan. PP 50  1000mm','szt');"
1;176;szt;0;0;0;Denko wewn. ORINOKO br;;25.23.15-50.40;szt;"insert into stany_mag (1,176,'szt',0,0,0,'Denko wewn. ORINOKO br','szt');"
1;1760;szt;10;0;54,9;Dyka Rura kan. PP 50  2000mm;;25.21.21-55.10;szt;"insert into stany_mag (1,1760,'szt',10,0,54,9,'Dyka Rura kan. PP 50  2000mm','szt');"
1;1761;szt;10;0;18,3;Dyka Rura kan. PP 50  500 mm;;25.21.21-55.10;szt;"insert into stany_mag (1,1761,'szt',10,0,18,3,'Dyka Rura kan. PP 50  500 mm','szt');"
1;1762;szt;21;0;25,62;Dyka Kolano PP 50/15;;25.21.22-70.30;szt;"insert into stany_mag (1,1762,'szt',21,0,25,62,'Dyka Kolano PP 50/15','szt');"
1;1763;szt;33;0;37,32;Dyka Kolano PP 50/30;;25.21.22-70.30;szt;"insert into stany_mag (1,1763,'szt',33,0,37,32,'Dyka Kolano PP 50/30','szt');"
1;1764;szt;35;0;52,85;Dyka Kolano PP 50/67;;25.21.22-70.30;szt;"insert into stany_mag (1,1764,'szt',35,0,52,85,'Dyka Kolano PP 50/67','szt');"
1;1765;szt;27;0;40,65;Dyka Kolano PP 50/87;;25.21.22-70.30;szt;"insert into stany_mag (1,1765,'szt',27,0,40,65,'Dyka Kolano PP 50/87','szt');"
1;1766;szt;12;0;70,8;Dyka Trójnik PP 110x110/45;;25.21.22-70.40;szt;"insert into stany_mag (1,1766,'szt',12,0,70,8,'Dyka Trójnik PP 110x110/45','szt');"
1;1767;szt;0;0;0;Dyka  Trójnik PP 110x110/67;;25.21.22-70.40;szt;"insert into stany_mag (1,1767,'szt',0,0,0,'Dyka  Trójnik PP 110x110/67','szt');"
1;1768;szt;20;0;111,25;Dyka Trójnik PP 110x110/87;;25.21.22-70.40;szt;"insert into stany_mag (1,1768,'szt',20,0,111,25,'Dyka Trójnik PP 110x110/87','szt');"
1;1769;szt;7;0;30,17;Dyka Trójnik PP 110x50/45;;25.21.22-70.40;szt;"insert into stany_mag (1,1769,'szt',7,0,30,17,'Dyka Trójnik PP 110x50/45','szt');"
1;177;szt;0;0;0;Z³¹czka rury ORINOKO 75 br;;25.23.15-50.40;szt;"insert into stany_mag (1,177,'szt',0,0,0,'Z³¹czka rury ORINOKO 75 br','szt');"
1;1770;szt;2;0;7,9;Dyka Trójnik PP 110x50/67;;25.21.22-70.40;szt;"insert into stany_mag (1,1770,'szt',2,0,7,9,'Dyka Trójnik PP 110x50/67','szt');"
1;1771;szt;4;0;13,6;Dyka Trójnik PP 110x50/87;;25.21.22-70.40;szt;"insert into stany_mag (1,1771,'szt',4,0,13,6,'Dyka Trójnik PP 110x50/87','szt');"
1;1772;szt;10;0;20,9;Dyka Trójnik PP 50x50/45;;25.21.22-70.40;szt;"insert into stany_mag (1,1772,'szt',10,0,20,9,'Dyka Trójnik PP 50x50/45','szt');"
1;1773;szt;10;0;23,4;Dyka Trójnik PP 50x50/67;;25.21.22-70-.40;szt;"insert into stany_mag (1,1773,'szt',10,0,23,4,'Dyka Trójnik PP 50x50/67','szt');"
1;1774;szt;13;0;23,4;Dyka Trójnik PP 50x50/87;;25.21.22-70.40;szt;"insert into stany_mag (1,1774,'szt',13,0,23,4,'Dyka Trójnik PP 50x50/87','szt');"
1;1775;szt;15;0;42;Dyka Redukcja PP 110x50;;25.21.22-70.40;szt;"insert into stany_mag (1,1775,'szt',15,0,42,'Dyka Redukcja PP 110x50','szt');"
1;1776;szt;0;0;0;£ata murarska trapezowa 240 cm;;;szt;"insert into stany_mag (1,1776,'szt',0,0,0,'£ata murarska trapezowa 240 cm','szt');"
1;1777;100 szt;10,94;0;132,37;Wieszak p³aski 60/75;;;100 szt;"insert into stany_mag (1,1777,'100 szt',10,94,0,132,37,'Wieszak p³aski 60/75','100 szt');"
1;1778;szt;12;0;27,36;Pêdzel murarski Chlapak;;;szt;"insert into stany_mag (1,1778,'szt',12,0,27,36,'Pêdzel murarski Chlapak','szt');"
1;1779;szt;0;0;0;Rura al.œr.100/3m;;;szt;"insert into stany_mag (1,1779,'szt',0,0,0,'Rura al.œr.100/3m','szt');"
1;178;szt;0;0;0;Kolanko jednokiel. ORINOKO 75x67 br.;;25.23.15-50.40;szt;"insert into stany_mag (1,178,'szt',0,0,0,'Kolanko jednokiel. ORINOKO 75x67 br.','szt');"
1;1780;szt;11;0;114,4;Listwa do doc.U-123 2,5 m;;;szt;"insert into stany_mag (1,1780,'szt',11,0,114,4,'Listwa do doc.U-123 2,5 m','szt');"
1;1781;szt;0;0;0;Œnie¿ka  na rdzê czarna  0,65 l teflon;;;szt;"insert into stany_mag (1,1781,'szt',0,0,0,'Œnie¿ka  na rdzê czarna  0,65 l teflon','szt');"
1;1782;szt;0;0;0;Kana³ p³aski D/P d³.1,5 m;;;szt;"insert into stany_mag (1,1782,'szt',0,0,0,'Kana³ p³aski D/P d³.1,5 m','szt');"
1;1783;szt;0;0;0;Kana³ ³¹cz. przek. zmien.D/D 104/d³ugi/;;;szt;"insert into stany_mag (1,1783,'szt',0,0,0,'Kana³ ³¹cz. przek. zmien.D/D 104/d³ugi/','szt');"
1;1784;szt;0;0;0;Kana³ okr¹g³y plastik œr.104mm d³1 m;;;szt;"insert into stany_mag (1,1784,'szt',0,0,0,'Kana³ okr¹g³y plastik œr.104mm d³1 m','szt');"
1;1785;szt;3;0;23,43;Paca plastikowa z hydrog¹bk¹ 130x270;;;szt;"insert into stany_mag (1,1785,'szt',3,0,23,43,'Paca plastikowa z hydrog¹bk¹ 130x270','szt');"
1;1786;szt;1;0;13,64;Wiert³o Hammer 10 x 260;;;szt;"insert into stany_mag (1,1786,'szt',1,0,13,64,'Wiert³o Hammer 10 x 260','szt');"
1;1787;Rolka;4;0;75,6;Sznurek polipropylenowy;;;Rolka;"insert into stany_mag (1,1787,'Rolka',4,0,75,6,'Sznurek polipropylenowy','Rolka');"
1;1788;m;50;0;68,5;Rura drenarska 50 mm;;25.21.21-57.22;m;"insert into stany_mag (1,1788,'m',50,0,68,5,'Rura drenarska 50 mm','m');"
1;1789;m;0;0;0;Rura drenarska 80 mm;;25.21.21- 57.22;m;"insert into stany_mag (1,1789,'m',0,0,0,'Rura drenarska 80 mm','m');"
1;179;kg;0;0;0;Bumakryl grysowy 541 MG 2.5 L;;26.64.10.-00.90;kg;"insert into stany_mag (1,179,'kg',0,0,0,'Bumakryl grysowy 541 MG 2.5 L','kg');"
1;1790;m;55,5;0;157,06;Rura drenarska 100 mm;;25.21.21 - 57.22;m;"insert into stany_mag (1,1790,'m',55,5,0,157,06,'Rura drenarska 100 mm','m');"
1;1791;szt;24;0;184,32;Dyka Rura kan. PP 110 1000mm;;25.21.21 - 55.10;szt;"insert into stany_mag (1,1791,'szt',24,0,184,32,'Dyka Rura kan. PP 110 1000mm','szt');"
1;1792;m;67;0;71,69;Rura PE PN10 25x2,0;;25.21.21 - 53.90;m;"insert into stany_mag (1,1792,'m',67,0,71,69,'Rura PE PN10 25x2,0','m');"
1;1793;m;177,5;0;255,6;Rura PE PN10 32x2,4;;25.21.21 - 53.90;m;"insert into stany_mag (1,1793,'m',177,5,0,255,6,'Rura PE PN10 32x2,4','m');"
1;1794;m;36,5;0;105,12;Rura PE PN10 40x3,0;;25.21.21 - 53.90;m;"insert into stany_mag (1,1794,'m',36,5,0,105,12,'Rura PE PN10 40x3,0','m');"
1;1795;szt;0;0;0;Rymid K¹townik budowlany alum.350mm;;;szt;"insert into stany_mag (1,1795,'szt',0,0,0,'Rymid K¹townik budowlany alum.350mm','szt');"
1;1796;szt;0;0;0;Rymid Wyciskacz do tuby;;;szt;"insert into stany_mag (1,1796,'szt',0,0,0,'Rymid Wyciskacz do tuby','szt');"
1;1797;szt;1;0;12,6;Rymid Pistolet do silik. Tub. plastik.;;;szt;"insert into stany_mag (1,1797,'szt',1,0,12,6,'Rymid Pistolet do silik. Tub. plastik.','szt');"
1;1798;szt;1;0;30,15;Rymid Obcinaczki boczne 190 mm przegubowe;;;szt;"insert into stany_mag (1,1798,'szt',1,0,30,15,'Rymid Obcinaczki boczne 190 mm przegubowe','szt');"
1;1799;szt;0;0;0;£om 800mm;;;szt;"insert into stany_mag (1,1799,'szt',0,0,0,'£om 800mm','szt');"
1;18;L;0;0;0;Farba 241;;;L;"insert into stany_mag (1,18,'L',0,0,0,'Farba 241','L');"
1;180;kg;0;0;0;Farba 539;;;kg;"insert into stany_mag (1,180,'kg',0,0,0,'Farba 539','kg');"
1;1800;szt;1;0;15,3;Rymid Wycinarka otw. w glazurze 40-130mm;;;szt;"insert into stany_mag (1,1800,'szt',1,0,15,3,'Rymid Wycinarka otw. w glazurze 40-130mm','szt');"
1;1801;szt;1;0;0,45;Taœma teflonowa;;;szt;"insert into stany_mag (1,1801,'szt',1,0,0,45,'Taœma teflonowa','szt');"
1;1802;szt;3;0;8,64;Taœma teflonowa 0,25x19x15;;;szt;"insert into stany_mag (1,1802,'szt',3,0,8,64,'Taœma teflonowa 0,25x19x15','szt');"
1;1803;szt;1;0;164;Rymid Zestaw do prac dekar. 2 palniki ,lanca 1M;;;szt;"insert into stany_mag (1,1803,'szt',1,0,164,'Rymid Zestaw do prac dekar. 2 palniki ,lanca 1M','szt');"
1;1804;szt;1;0;108,9;Rymid Zestaw do prac dekar. 1 palnik,w¹¿ 5m;;;szt;"insert into stany_mag (1,1804,'szt',1,0,108,9,'Rymid Zestaw do prac dekar. 1 palnik,w¹¿ 5m','szt');"
1;1805;szt;6;0;71,58;Podstawa s³upa PS 100 U 101/120/5;;;szt;"insert into stany_mag (1,1805,'szt',6,0,71,58,'Podstawa s³upa PS 100 U 101/120/5','szt');"
1;1806;szt;4;0;23,6;Gwozdzie pierœcieniowe 3,5x50 ocynk;;;szt;"insert into stany_mag (1,1806,'szt',4,0,23,6,'Gwozdzie pierœcieniowe 3,5x50 ocynk','szt');"
1;1807;szt;6;0;22,32;Teg. Szpachla malarska nierdz. 40 mmm;;;szt;"insert into stany_mag (1,1807,'szt',6,0,22,32,'Teg. Szpachla malarska nierdz. 40 mmm','szt');"
1;1808;szt;10;0;42;Teg. Szpacla mal. nier. 60mm;;;szt;"insert into stany_mag (1,1808,'szt',10,0,42,'Teg. Szpacla mal. nier. 60mm','szt');"
1;1809;szt;11;0;71,72;Teg. Szpachla mal. nier. 120 mm;;;szt;"insert into stany_mag (1,1809,'szt',11,0,71,72,'Teg. Szpachla mal. nier. 120 mm','szt');"
1;181;kg;0;0;0;Farba 060;;;kg;"insert into stany_mag (1,181,'kg',0,0,0,'Farba 060','kg');"
1;1810;kpl;1;0;1,71;Teg. Szpachla japoñska plastik;;;kpl;"insert into stany_mag (1,1810,'kpl',1,0,1,71,'Teg. Szpachla japoñska plastik','kpl');"
1;1811;kpl;5;0;19,1;Teg. Szpachla japoñska metal;;;kpl;"insert into stany_mag (1,1811,'kpl',5,0,19,1,'Teg. Szpachla japoñska metal','kpl');"
1;1812;szt;4;0;12,52;Teg. K¹townik stal. 300mm;;;szt;"insert into stany_mag (1,1812,'szt',4,0,12,52,'Teg. K¹townik stal. 300mm','szt');"
1;1813;szt;1;0;3,3;Teg. K¹townik stalowy 250mm;;;szt;"insert into stany_mag (1,1813,'szt',1,0,3,3,'Teg. K¹townik stalowy 250mm','szt');"
1;1814;szt;4;0;15,34;Teg. K¹townik stalowy 350mm;;;szt;"insert into stany_mag (1,1814,'szt',4,0,15,34,'Teg. K¹townik stalowy 350mm','szt');"
1;1815;szt;3;0;12,36;Teg. K¹townik stalowy 400mm;;;szt;"insert into stany_mag (1,1815,'szt',3,0,12,36,'Teg. K¹townik stalowy 400mm','szt');"
1;1816;szt;2;0;100,14;Œne¿ka Grunt 10l;;24.30.11-75.13;szt;"insert into stany_mag (1,1816,'szt',2,0,100,14,'Œne¿ka Grunt 10l','szt');"
1;1817;szt;5;0;136,05;Œnie¿ka Grunt 5l;;24.30.11-75.13;szt;"insert into stany_mag (1,1817,'szt',5,0,136,05,'Œnie¿ka Grunt 5l','szt');"
1;1818;szt;4;0;92,2;Œnie¿ka  na zacieki 1l;;24.30.12-50.00;szt;"insert into stany_mag (1,1818,'szt',4,0,92,2,'Œnie¿ka  na zacieki 1l','szt');"
1;1819;szt;5;0;74;Rotbant 10kg;;;szt;"insert into stany_mag (1,1819,'szt',5,0,74,'Rotbant 10kg','szt');"
1;182;kg;0;0;0;Farba 541 C;;;kg;"insert into stany_mag (1,182,'kg',0,0,0,'Farba 541 C','kg');"
1;1820;szt;4;0;1260;Drzwi stalowe malowane;;;szt;"insert into stany_mag (1,1820,'szt',4,0,1260,'Drzwi stalowe malowane','szt');"
1;1821;kg;2,3;0;8,26;Gwo¿dzie bud.6x175;;;kg;"insert into stany_mag (1,1821,'kg',2,3,0,8,26,'Gwo¿dzie bud.6x175','kg');"
1;1822;szt;9;0;67,41;Dyka Czyszczak PP 110;;25.21.22-70.10;szt;"insert into stany_mag (1,1822,'szt',9,0,67,41,'Dyka Czyszczak PP 110','szt');"
1;1823;szt;17;0;44,71;Wiadro gospodarcze pl. 12l;;;szt;"insert into stany_mag (1,1823,'szt',17,0,44,71,'Wiadro gospodarcze pl. 12l','szt');"
1;1824;szt;4;0;4,52;G¹bka œcierna 100;;;szt;"insert into stany_mag (1,1824,'szt',4,0,4,52,'G¹bka œcierna 100','szt');"
1;1825;szt;1;0;13,14;Zdzierak 270 mm/stanlej;;;szt;"insert into stany_mag (1,1825,'szt',1,0,13,14,'Zdzierak 270 mm/stanlej','szt');"
1;1826;szt;1;0;11,79;Pi³a p³atnica har. ostrze/450mm/stalko;;;szt;"insert into stany_mag (1,1826,'szt',1,0,11,79,'Pi³a p³atnica har. ostrze/450mm/stalko','szt');"
1;1827;szt;3;0;62,76;Tarcza diame. pe³na 180mm/Premium;;;szt;"insert into stany_mag (1,1827,'szt',3,0,62,76,'Tarcza diame. pe³na 180mm/Premium','szt');"
1;1828;szt;3;0;89,82;Tarcza diament. pe³na 230mm/Premium;;;szt;"insert into stany_mag (1,1828,'szt',3,0,89,82,'Tarcza diament. pe³na 230mm/Premium','szt');"
1;1829;szt;1;0;27,74;Tarcza diament. Turbo 180mm/Premium;;;szt;"insert into stany_mag (1,1829,'szt',1,0,27,74,'Tarcza diament. Turbo 180mm/Premium','szt');"
1;183;kg;0;0;0;Farba 505;;;kg;"insert into stany_mag (1,183,'kg',0,0,0,'Farba 505','kg');"
1;1830;szt;1;0;41,32;Tarcza diament. turbo 230mm/Premium;;;szt;"insert into stany_mag (1,1830,'szt',1,0,41,32,'Tarcza diament. turbo 230mm/Premium','szt');"
1;1831;szt;9;0;83,07;Kielnia nier. hart. 100mm/Perfekt;;;szt;"insert into stany_mag (1,1831,'szt',9,0,83,07,'Kielnia nier. hart. 100mm/Perfekt','szt');"
1;1832;szt;5;0;23,25;Paca nierdz. 280x130/g³adka;;;szt;"insert into stany_mag (1,1832,'szt',5,0,23,25,'Paca nierdz. 280x130/g³adka','szt');"
1;1833;kg;0;0;0;Prêt ¿ebrowany -6;;27.10.60-10.00;kg;"insert into stany_mag (1,1833,'kg',0,0,0,'Prêt ¿ebrowany -6','kg');"
1;1834;kg;0;0;0;Prêt ¿ebrowany -10;;27.10.60 - 10.00;kg;"insert into stany_mag (1,1834,'kg',0,0,0,'Prêt ¿ebrowany -10','kg');"
1;1835;szt;4;0;102,2;Krasiccy Zaprawa  M20-KB 5 kg;;;szt;"insert into stany_mag (1,1835,'szt',4,0,102,2,'Krasiccy Zaprawa  M20-KB 5 kg','szt');"
1;1836;szt;12;0;57,48;Wiadro gospodarcze 20 l;;;szt;"insert into stany_mag (1,1836,'szt',12,0,57,48,'Wiadro gospodarcze 20 l','szt');"
1;1837;szt;0;0;0;Drzwi stalowe Saturn;;;szt;"insert into stany_mag (1,1837,'szt',0,0,0,'Drzwi stalowe Saturn','szt');"
1;1839;m2;50;0;475;Papa Super PV 200 S50H;;26.82.12-53.14;m2;"insert into stany_mag (1,1839,'m2',50,0,475,'Papa Super PV 200 S50H','m2');"
1;184;kg;0;0;0;Farba 445;;;kg;"insert into stany_mag (1,184,'kg',0,0,0,'Farba 445','kg');"
1;1840;szt;3;0;9,8;K¹townik stalowy/250mm/;;;szt;"insert into stany_mag (1,1840,'szt',3,0,9,8,'K¹townik stalowy/250mm/','szt');"
1;1841;szt;6;0;28,14;Teg. Szpachla Fasadowa /450mm/;;;szt;"insert into stany_mag (1,1841,'szt',6,0,28,14,'Teg. Szpachla Fasadowa /450mm/','szt');"
1;1842;szt;3;0;35,37;Teg. Pi³a p³atnica/450mm/;;;szt;"insert into stany_mag (1,1842,'szt',3,0,35,37,'Teg. Pi³a p³atnica/450mm/','szt');"
1;1843;szt;1;0;16,45;Teg. Wyciskacz do mas/rurowy/;;;szt;"insert into stany_mag (1,1843,'szt',1,0,16,45,'Teg. Wyciskacz do mas/rurowy/','szt');"
1;1844;szt;5;0;14,45;Sznurek traserski;;;szt;"insert into stany_mag (1,1844,'szt',5,0,14,45,'Sznurek traserski','szt');"
1;1845;szt;3;0;3,75;Tarcza beton p³aska 115x3,0;;;szt;"insert into stany_mag (1,1845,'szt',3,0,3,75,'Tarcza beton p³aska 115x3,0','szt');"
1;1846;szt;6;0;8,34;Tarcza beton p³aska 125x3,0;;;szt;"insert into stany_mag (1,1846,'szt',6,0,8,34,'Tarcza beton p³aska 125x3,0','szt');"
1;1847;kg;20,39;0;84,01;Drut ¿arowy 3,0;;;kg;"insert into stany_mag (1,1847,'kg',20,39,0,84,01,'Drut ¿arowy 3,0','kg');"
1;1848;kg;0;0;0;Drut wi¹za³kowy 2,0;;;kg;"insert into stany_mag (1,1848,'kg',0,0,0,'Drut wi¹za³kowy 2,0','kg');"
1;1849;szt;1;0;18,23;Siekiera 0,60kg;;;szt;"insert into stany_mag (1,1849,'szt',1,0,18,23,'Siekiera 0,60kg','szt');"
1;185;m;0;0;0;Siatka z w³ókna szklanego 145 g;;;m;"insert into stany_mag (1,185,'m',0,0,0,'Siatka z w³ókna szklanego 145 g','m');"
1;1850;szt;2;0;38,1;Siekiera 0,80 kg;;;szt;"insert into stany_mag (1,1850,'szt',2,0,38,1,'Siekiera 0,80 kg','szt');"
1;1851;szt;2;0;17,72;M³otek œlusarski 600;;;szt;"insert into stany_mag (1,1851,'szt',2,0,17,72,'M³otek œlusarski 600','szt');"
1;1852;szt;2;0;18,81;M³otek œlusarski 800;;;szt;"insert into stany_mag (1,1852,'szt',2,0,18,81,'M³otek œlusarski 800','szt');"
1;1853;szt;1;0;14,38;M³otek œlusarski 1000;;;szt;"insert into stany_mag (1,1853,'szt',1,0,14,38,'M³otek œlusarski 1000','szt');"
1;1854;szt;1;0;19,3;M³otek œlusarski 1500;;;szt;"insert into stany_mag (1,1854,'szt',1,0,19,3,'M³otek œlusarski 1500','szt');"
1;1855;szt;0;0;0;M³otek œlusarski  3kg;;;szt;"insert into stany_mag (1,1855,'szt',0,0,0,'M³otek œlusarski  3kg','szt');"
1;1856;szt;1;0;54,38;M³otek œlusarski 4kg;;;szt;"insert into stany_mag (1,1856,'szt',1,0,54,38,'M³otek œlusarski 4kg','szt');"
1;1857;szt;1;0;68,25;M³otek œlusarski 5kg;;;szt;"insert into stany_mag (1,1857,'szt',1,0,68,25,'M³otek œlusarski 5kg','szt');"
1;1858;szt;1;0;74,36;M³otek œlusarski 6kg;;;szt;"insert into stany_mag (1,1858,'szt',1,0,74,36,'M³otek œlusarski 6kg','szt');"
1;1859;szt;1;0;91,76;M³otek œlusarski 8kg;;;szt;"insert into stany_mag (1,1859,'szt',1,0,91,76,'M³otek œlusarski 8kg','szt');"
1;186;szt;17;0;109,74;Taœma z w³ókna szklanego T-90;;;szt;"insert into stany_mag (1,186,'szt',17,0,109,74,'Taœma z w³ókna szklanego T-90','szt');"
1;1860;szt;1;0;119,98;M³otek œlusarski 10kg;;;szt;"insert into stany_mag (1,1860,'szt',1,0,119,98,'M³otek œlusarski 10kg','szt');"
1;1861;szt;0;0;0;Farba Œnie¿ka Fas. extra 10 L;;;szt;"insert into stany_mag (1,1861,'szt',0,0,0,'Farba Œnie¿ka Fas. extra 10 L','szt');"
1;1862;szt;1;0;10,8;Rymid M³otek gumowy 900 g;;;szt;"insert into stany_mag (1,1862,'szt',1,0,10,8,'Rymid M³otek gumowy 900 g','szt');"
1;1863;szt;0;0;0;Rymid Ostrze ³amane 25mm;;;szt;"insert into stany_mag (1,1863,'szt',0,0,0,'Rymid Ostrze ³amane 25mm','szt');"
1;1864;szt;0;0;0;Rymid Pi³a tarczowa z ostrz.115/22,2;;;szt;"insert into stany_mag (1,1864,'szt',0,0,0,'Rymid Pi³a tarczowa z ostrz.115/22,2','szt');"
1;1865;szt;0;0;0;Rymid Pi³a tarczowa z osrz.125/22.2;;;szt;"insert into stany_mag (1,1865,'szt',0,0,0,'Rymid Pi³a tarczowa z osrz.125/22.2','szt');"
1;1866;szt;0;0;0;Rymid Mieszad³o 80mm Premium;;;szt;"insert into stany_mag (1,1866,'szt',0,0,0,'Rymid Mieszad³o 80mm Premium','szt');"
1;1867;szt;2;0;16,14;Rymid Mieszad³o 100mm Premium;;;szt;"insert into stany_mag (1,1867,'szt',2,0,16,14,'Rymid Mieszad³o 100mm Premium','szt');"
1;1868;szt;1;0;5,1;Rymid Wiert³o do kam.8x200 DEWALT;;;szt;"insert into stany_mag (1,1868,'szt',1,0,5,1,'Rymid Wiert³o do kam.8x200 DEWALT','szt');"
1;1869;szt;1;0;6,21;Rymid Wiert³o do bet.12x200mm;;;szt;"insert into stany_mag (1,1869,'szt',1,0,6,21,'Rymid Wiert³o do bet.12x200mm','szt');"
1;187;szt;0;0;0;Rynny -naro¿nik 12/90 Orinoko br¹zowy;;25.23.15-50.40;szt;"insert into stany_mag (1,187,'szt',0,0,0,'Rynny -naro¿nik 12/90 Orinoko br¹zowy','szt');"
1;1870;szt;0;0;0;Rymid kolko do urz, do ciecia p³ytek;;;szt;"insert into stany_mag (1,1870,'szt',0,0,0,'Rymid kolko do urz, do ciecia p³ytek','szt');"
