"","X","id","kraj","all","miasto","web","nazwa","twiter","me","orgn","city","state","wiki","lon","lat"
"121",121,"  Paris","France","  *  Paris: [R Addicts Paris](https://www.meetup.com/rparis/events/124508332/)","  Paris","https://www.meetup.com/rparis/events/124508332/","R Addicts Paris",NA,NA,NA,"  Paris",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG/1200px-Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG",13.3888599,52.5170365
"122",122,"  Paris","France","  *  Paris: [R'n Blue](https://www.meetup.com/Rn-Blue/)","  Paris","https://www.meetup.com/Rn-Blue/","R'n Blue",NA,NA,NA,"  Paris",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG/1200px-Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG",13.3888599,52.5170365
"123",123,"  Paris","France","  *  Paris: [Semin-R](http://www.mnhn.fr/semin-r/)","  Paris","http://www.mnhn.fr/semin-r/","Semin-R",NA,NA,NA,"  Paris",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG/1200px-Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG",13.3888599,52.5170365
"124",124,"  Paris","France","  *  Paris: [R Addicts Paris](https://www.meetup.com/rparis/events/124508332/)","  Paris","https://www.meetup.com/rparis/events/124508332/","R Addicts Paris",NA,NA,NA,"  Paris",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG/1200px-Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG",13.3888599,52.5170365
"125",125,"  Paris","France","  *  Paris: [R'n Blue](https://www.meetup.com/Rn-Blue/)","  Paris","https://www.meetup.com/Rn-Blue/","R'n Blue",NA,NA,NA,"  Paris",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG/1200px-Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG",13.3888599,52.5170365
"126",126,"  Paris","France","  *  Paris: [Semin-R](http://www.mnhn.fr/semin-r/)","  Paris","http://www.mnhn.fr/semin-r/","Semin-R",NA,NA,NA,"  Paris",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG/1200px-Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG",13.3888599,52.5170365
"127",127,"  Paris","France","  *  Paris: [R Addicts Paris](https://www.meetup.com/rparis/events/124508332/)","  Paris","https://www.meetup.com/rparis/events/124508332/","R Addicts Paris",NA,NA,NA,"  Paris",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG/1200px-Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG",13.3888599,52.5170365
"128",128,"  Paris","France","  *  Paris: [R'n Blue](https://www.meetup.com/Rn-Blue/)","  Paris","https://www.meetup.com/Rn-Blue/","R'n Blue",NA,NA,NA,"  Paris",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG/1200px-Seine_and_Eiffel_Tower_from_Tour_Saint_Jacques_2013-08.JPG",13.3888599,52.5170365
"129",129,"  Strasbourg","France","  *  Strasbourg: [StatsRbourg](https://www.meetup.com/StatsRbourg/)","  Strasbourg","https://www.meetup.com/StatsRbourg/","StatsRbourg",NA,"384","Philippe G.","  Strasbourg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Strasbourg_Cathedral.jpg/1200px-Strasbourg_Cathedral.jpg",13.3888599,52.5170365
"130",130,"  Strasbourg","France","  *  Strasbourg: [StatsRbourg](https://www.meetup.com/StatsRbourg/)","  Strasbourg","https://www.meetup.com/StatsRbourg/","StatsRbourg",NA,"384","Philippe G.","  Strasbourg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Strasbourg_Cathedral.jpg/1200px-Strasbourg_Cathedral.jpg",13.3888599,52.5170365
"131",131,"  Strasbourg","France","  *  Strasbourg: [StatsRbourg](https://www.meetup.com/StatsRbourg/)","  Strasbourg","https://www.meetup.com/StatsRbourg/","StatsRbourg",NA,"384","Philippe G.","  Strasbourg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Strasbourg_Cathedral.jpg/1200px-Strasbourg_Cathedral.jpg",13.3888599,52.5170365
"132",132,"  Strasbourg","France","  *  Strasbourg: [StatsRbourg](https://www.meetup.com/StatsRbourg/)","  Strasbourg","https://www.meetup.com/StatsRbourg/","StatsRbourg",NA,"384","Philippe G.","  Strasbourg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Strasbourg_Cathedral.jpg/1200px-Strasbourg_Cathedral.jpg",13.3888599,52.5170365
"133",133,"  Strasbourg","France","  *  Strasbourg: [StatsRbourg](https://www.meetup.com/StatsRbourg/)","  Strasbourg","https://www.meetup.com/StatsRbourg/","StatsRbourg",NA,"384","Philippe G.","  Strasbourg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Strasbourg_Cathedral.jpg/1200px-Strasbourg_Cathedral.jpg",13.3888599,52.5170365
"134",134,"  Stuttgart","Germany","  *  Stuttgart: [R-Group Stuttgart](https://r-group-stuttgart.github.io/); [\@r_stuttgart ](https://twitter.com/r_stuttgart)","  Stuttgart","https://r-group-stuttgart.github.io/","R-Group Stuttgart",NA,NA,NA,"  Stuttgart",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Stuttgart_collage.jpg/1200px-Stuttgart_collage.jpg",13.3888599,52.5170365
"135",135,"  Stuttgart","Germany","  *  Stuttgart: [R-Group Stuttgart](https://r-group-stuttgart.github.io/); [\@r_stuttgart ](https://twitter.com/r_stuttgart)","  Stuttgart","https://r-group-stuttgart.github.io/","R-Group Stuttgart",NA,NA,NA,"  Stuttgart",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Stuttgart_collage.jpg/1200px-Stuttgart_collage.jpg",13.3888599,52.5170365
"136",136,"  Stuttgart","Germany","  *  Stuttgart: [R-Group Stuttgart](https://r-group-stuttgart.github.io/); [\@r_stuttgart ](https://twitter.com/r_stuttgart)","  Stuttgart","https://r-group-stuttgart.github.io/","R-Group Stuttgart",NA,NA,NA,"  Stuttgart",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Stuttgart_collage.jpg/1200px-Stuttgart_collage.jpg",13.3888599,52.5170365
"137",137,"  Stuttgart","Germany","  *  Stuttgart: [R-Group Stuttgart](https://r-group-stuttgart.github.io/); [\@r_stuttgart ](https://twitter.com/r_stuttgart)","  Stuttgart","https://r-group-stuttgart.github.io/","R-Group Stuttgart",NA,NA,NA,"  Stuttgart",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Stuttgart_collage.jpg/1200px-Stuttgart_collage.jpg",13.3888599,52.5170365
"138",138,"  Stuttgart","Germany","  *  Stuttgart: [R-Group Stuttgart](https://r-group-stuttgart.github.io/); [\@r_stuttgart ](https://twitter.com/r_stuttgart)","  Stuttgart","https://r-group-stuttgart.github.io/","R-Group Stuttgart",NA,NA,NA,"  Stuttgart",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Stuttgart_collage.jpg/1200px-Stuttgart_collage.jpg",13.3888599,52.5170365
"139",139,"  Tecate","Mexico","  *  Tecate: [ecate BC Mexico R Users Group Meetup](https://www.meetup.com/Tecate-BC-Mexico-R-Users-Group-Meetup/)","  Tecate","https://www.meetup.com/Tecate-BC-Mexico-R-Users-Group-Meetup/","ecate BC Mexico R Users Group Meetup",NA,"10","Edgar C.","  Tecate",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Tecate_003.jpg/1200px-Tecate_003.jpg",13.3888599,52.5170365
"140",140,"  Wiesbaden","Germany","  *  Wiesbaden: [Wiesbaden R Users Group](https://www.meetup.com/Wiesbaden-R-Users-Group)","  Wiesbaden","https://www.meetup.com/Wiesbaden-R-Users-Group","Wiesbaden R Users Group",NA,"282","Guido M.","  Wiesbaden",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Wiesbaden_Montage.jpg/1200px-Wiesbaden_Montage.jpg",13.3888599,52.5170365
"141",141,"  Wiesbaden","Germany","  *  Wiesbaden: [Wiesbaden R Users Group](https://www.meetup.com/Wiesbaden-R-Users-Group)","  Wiesbaden","https://www.meetup.com/Wiesbaden-R-Users-Group","Wiesbaden R Users Group",NA,"282","Guido M.","  Wiesbaden",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Wiesbaden_Montage.jpg/1200px-Wiesbaden_Montage.jpg",13.3888599,52.5170365
"142",142,"  Wiesbaden","Germany","  *  Wiesbaden: [Wiesbaden R Users Group](https://www.meetup.com/Wiesbaden-R-Users-Group)","  Wiesbaden","https://www.meetup.com/Wiesbaden-R-Users-Group","Wiesbaden R Users Group",NA,"282","Guido M.","  Wiesbaden",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Wiesbaden_Montage.jpg/1200px-Wiesbaden_Montage.jpg",13.3888599,52.5170365
"143",143,"  Wiesbaden","Germany","  *  Wiesbaden: [Wiesbaden R Users Group](https://www.meetup.com/Wiesbaden-R-Users-Group)","  Wiesbaden","https://www.meetup.com/Wiesbaden-R-Users-Group","Wiesbaden R Users Group",NA,"282","Guido M.","  Wiesbaden",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Wiesbaden_Montage.jpg/1200px-Wiesbaden_Montage.jpg",13.3888599,52.5170365
"144",144,"  Wiesbaden","Germany","  *  Wiesbaden: [Wiesbaden R Users Group](https://www.meetup.com/Wiesbaden-R-Users-Group)","  Wiesbaden","https://www.meetup.com/Wiesbaden-R-Users-Group","Wiesbaden R Users Group",NA,"282","Guido M.","  Wiesbaden",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Wiesbaden_Montage.jpg/1200px-Wiesbaden_Montage.jpg",13.3888599,52.5170365
"145",145," Aarhus","Denmark","  * Aarhus: [Rhus](https://www.meetup.com/Rhus-useR-group)"," Aarhus","https://www.meetup.com/Rhus-useR-group","Rhus",NA,"187","Stefan Holst Milton B."," Aarhus",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8b/Montage_of_Aarhus_-_view_from_city_hall%2C_city_hall_by_night%2C_isbjerget%2C_park_alle.jpg",13.3888599,52.5170365
"146",146," Aarhus","Denmark","  * Aarhus: [Rhus](https://www.meetup.com/Rhus-useR-group)"," Aarhus","https://www.meetup.com/Rhus-useR-group","Rhus",NA,"187","Stefan Holst Milton B."," Aarhus",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8b/Montage_of_Aarhus_-_view_from_city_hall%2C_city_hall_by_night%2C_isbjerget%2C_park_alle.jpg",13.3888599,52.5170365
"147",147," Aarhus","Denmark","  * Aarhus: [Rhus](https://www.meetup.com/Rhus-useR-group)"," Aarhus","https://www.meetup.com/Rhus-useR-group","Rhus",NA,"187","Stefan Holst Milton B."," Aarhus",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8b/Montage_of_Aarhus_-_view_from_city_hall%2C_city_hall_by_night%2C_isbjerget%2C_park_alle.jpg",13.3888599,52.5170365
"148",148," Aarhus","Denmark","  * Aarhus: [Rhus](https://www.meetup.com/Rhus-useR-group)"," Aarhus","https://www.meetup.com/Rhus-useR-group","Rhus",NA,"187","Stefan Holst Milton B."," Aarhus",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8b/Montage_of_Aarhus_-_view_from_city_hall%2C_city_hall_by_night%2C_isbjerget%2C_park_alle.jpg",13.3888599,52.5170365
"149",149," Aarhus","Denmark","  * Aarhus: [Rhus](https://www.meetup.com/Rhus-useR-group)"," Aarhus","https://www.meetup.com/Rhus-useR-group","Rhus",NA,"187","Stefan Holst Milton B."," Aarhus",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8b/Montage_of_Aarhus_-_view_from_city_hall%2C_city_hall_by_night%2C_isbjerget%2C_park_alle.jpg",13.3888599,52.5170365
"150",150," Adelaide","Australia","  * Adelaide: [ARUG](https://www.meetup.com/Adelaide-R-Users/)"," Adelaide","https://www.meetup.com/Adelaide-R-Users/","ARUG",NA,"138","Jonathan C."," Adelaide",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Australia_location_map.svg/1200px-Australia_location_map.svg.png",13.3888599,52.5170365
"151",151," Albany","New","  * Albany: [Albany R Users Group](https://www.meetup.com/Albany-R-Users-Group/)"," Albany","https://www.meetup.com/Albany-R-Users-Group/","Albany R Users Group",NA,"245","Jason Bryer, P."," Albany",NA,"https://",13.3888599,52.5170365
"152",152," Amsterdam","Netherlands","  * Amsterdam: [amst-R-dam](https://www.meetup.com/amst-R-dam/)"," Amsterdam","https://www.meetup.com/amst-R-dam/","amst-R-dam",NA,"1,082","Hannes M."," Amsterdam",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/KeizersgrachtReguliersgrachtAmsterdam.jpg/1200px-KeizersgrachtReguliersgrachtAmsterdam.jpg",13.3888599,52.5170365
"153",153," Amsterdam","Netherlands","  * Amsterdam: [amst-R-dam](https://www.meetup.com/amst-R-dam/)"," Amsterdam","https://www.meetup.com/amst-R-dam/","amst-R-dam",NA,"1,082","Hannes M."," Amsterdam",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/KeizersgrachtReguliersgrachtAmsterdam.jpg/1200px-KeizersgrachtReguliersgrachtAmsterdam.jpg",13.3888599,52.5170365
"154",154," Amsterdam","Netherlands","  * Amsterdam: [amst-R-dam](https://www.meetup.com/amst-R-dam/)"," Amsterdam","https://www.meetup.com/amst-R-dam/","amst-R-dam",NA,"1,082","Hannes M."," Amsterdam",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/KeizersgrachtReguliersgrachtAmsterdam.jpg/1200px-KeizersgrachtReguliersgrachtAmsterdam.jpg",13.3888599,52.5170365
"155",155," Amsterdam","Netherlands","  * Amsterdam: [amst-R-dam](https://www.meetup.com/amst-R-dam/)"," Amsterdam","https://www.meetup.com/amst-R-dam/","amst-R-dam",NA,"1,082","Hannes M."," Amsterdam",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/KeizersgrachtReguliersgrachtAmsterdam.jpg/1200px-KeizersgrachtReguliersgrachtAmsterdam.jpg",13.3888599,52.5170365
"156",156," Amsterdam","Netherlands","  * Amsterdam: [amst-R-dam](https://www.meetup.com/amst-R-dam/)"," Amsterdam","https://www.meetup.com/amst-R-dam/","amst-R-dam",NA,"1,082","Hannes M."," Amsterdam",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/KeizersgrachtReguliersgrachtAmsterdam.jpg/1200px-KeizersgrachtReguliersgrachtAmsterdam.jpg",13.3888599,52.5170365
"157",157," Ann Arbor","Michigan","  * Ann Arbor: [Ann Arbor R User Group](https://www.meetup.com/Ann-Arbor-R-User-Group/)"," Ann Arbor","https://www.meetup.com/Ann-Arbor-R-User-Group/","Ann Arbor R User Group",NA,"624","Ellis V."," Ann Arbor",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Washtenaw_County_Michigan_Incorporated_and_Unincorporated_areas_Ann_Arbor_Highlighted.svg/1200px-Washtenaw_County_Michigan_Incorporated_and_Unincorporated_areas_Ann_Arbor_Highlighted.svg.png",13.3888599,52.5170365
"158",158," Athens","Greece","  * Athens: [AthensR](https://www.meetup.com/AthensR/)"," Athens","https://www.meetup.com/AthensR/","AthensR",NA,"167","Vassilis G."," Athens",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8e/Athens_Montage_L.png",13.3888599,52.5170365
"159",159," Athens","Greece","  * Athens: [AthensR](https://www.meetup.com/AthensR/)"," Athens","https://www.meetup.com/AthensR/","AthensR",NA,"167","Vassilis G."," Athens",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8e/Athens_Montage_L.png",13.3888599,52.5170365
"160",160," Athens","Greece","  * Athens: [AthensR](https://www.meetup.com/AthensR/)"," Athens","https://www.meetup.com/AthensR/","AthensR",NA,"167","Vassilis G."," Athens",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8e/Athens_Montage_L.png",13.3888599,52.5170365
"161",161," Athens","Greece","  * Athens: [AthensR](https://www.meetup.com/AthensR/)"," Athens","https://www.meetup.com/AthensR/","AthensR",NA,"167","Vassilis G."," Athens",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8e/Athens_Montage_L.png",13.3888599,52.5170365
"162",162," Athens","Greece","  * Athens: [AthensR](https://www.meetup.com/AthensR/)"," Athens","https://www.meetup.com/AthensR/","AthensR",NA,"167","Vassilis G."," Athens",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8e/Athens_Montage_L.png",13.3888599,52.5170365
"163",163," Auckland","New","  * Auckland: [AKLRUG](https://www.meetup.com/Auckland-R-Users-Group-AKLRUG)"," Auckland","https://www.meetup.com/Auckland-R-Users-Group-AKLRUG","AKLRUG",NA,"995","JieFu Y."," Auckland",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/New_Auckland_Infobox_Pic_Montage_2.jpg/1200px-New_Auckland_Infobox_Pic_Montage_2.jpg",13.3888599,52.5170365
"164",164," Austin","Texas","  * Austin: [Austin R User Group](https://www.meetup.com/Austin-R-User-Group/)"," Austin","https://www.meetup.com/Austin-R-User-Group/","Austin R User Group",NA,"1,485","Daniel W."," Austin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Austin_Evening.jpg/1200px-Austin_Evening.jpg",13.3888599,52.5170365
"165",165," Bangalore","India","  * Bangalore: [Bangalore R Users - BRU](https://groups.google.com/group/brumail)"," Bangalore","https://groups.google.com/group/brumail","Bangalore R Users - BRU",NA,NA,NA," Bangalore",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/India_Karnataka_location_map.svg/1200px-India_Karnataka_location_map.svg.png",13.3888599,52.5170365
"166",166," Bangalore","India","  * Bangalore: [Bangalore R Users - BRU](https://groups.google.com/group/brumail)"," Bangalore","https://groups.google.com/group/brumail","Bangalore R Users - BRU",NA,NA,NA," Bangalore",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/India_Karnataka_location_map.svg/1200px-India_Karnataka_location_map.svg.png",13.3888599,52.5170365
"167",167," Bangalore","India","  * Bangalore: [Bangalore R Users - BRU](https://groups.google.com/group/brumail)"," Bangalore","https://groups.google.com/group/brumail","Bangalore R Users - BRU",NA,NA,NA," Bangalore",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/India_Karnataka_location_map.svg/1200px-India_Karnataka_location_map.svg.png",13.3888599,52.5170365
"168",168," Bangalore","India","  * Bangalore: [Bangalore R Users - BRU](https://groups.google.com/group/brumail)"," Bangalore","https://groups.google.com/group/brumail","Bangalore R Users - BRU",NA,NA,NA," Bangalore",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/India_Karnataka_location_map.svg/1200px-India_Karnataka_location_map.svg.png",13.3888599,52.5170365
"169",169," Barcelona","Spain","  * Barcelona: [RUGBCN](http://rugbcn.wordpress.com/)"," Barcelona","http://rugbcn.wordpress.com/","RUGBCN",NA,NA,NA," Barcelona",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Barcelona_collage.JPG/1200px-Barcelona_collage.JPG",13.3888599,52.5170365
"170",170," Barcelona","Spain","  * Barcelona: [RUGBCN](http://rugbcn.wordpress.com/)"," Barcelona","http://rugbcn.wordpress.com/","RUGBCN",NA,NA,NA," Barcelona",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Barcelona_collage.JPG/1200px-Barcelona_collage.JPG",13.3888599,52.5170365
"171",171," Barcelona","Spain","  * Barcelona: [RUGBCN](http://rugbcn.wordpress.com/)"," Barcelona","http://rugbcn.wordpress.com/","RUGBCN",NA,NA,NA," Barcelona",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Barcelona_collage.JPG/1200px-Barcelona_collage.JPG",13.3888599,52.5170365
"172",172," Barcelona","Spain","  * Barcelona: [RUGBCN](http://rugbcn.wordpress.com/)"," Barcelona","http://rugbcn.wordpress.com/","RUGBCN",NA,NA,NA," Barcelona",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Barcelona_collage.JPG/1200px-Barcelona_collage.JPG",13.3888599,52.5170365
"173",173," Barcelona","Spain","  * Barcelona: [RUGBCN](http://rugbcn.wordpress.com/)"," Barcelona","http://rugbcn.wordpress.com/","RUGBCN",NA,NA,NA," Barcelona",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Barcelona_collage.JPG/1200px-Barcelona_collage.JPG",13.3888599,52.5170365
"174",174," Basel","Switzerland","  * Basel: [BaselR](http://www.baselr.org/)"," Basel","http://www.baselr.org/","BaselR",NA,NA,NA," Basel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Basel_-_M%C3%BCnsterpfalz1.jpg/1200px-Basel_-_M%C3%BCnsterpfalz1.jpg",13.3888599,52.5170365
"175",175," Basel","Switzerland","  * Basel: [BaselR](http://www.baselr.org/)"," Basel","http://www.baselr.org/","BaselR",NA,NA,NA," Basel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Basel_-_M%C3%BCnsterpfalz1.jpg/1200px-Basel_-_M%C3%BCnsterpfalz1.jpg",13.3888599,52.5170365
"176",176," Basel","Switzerland","  * Basel: [BaselR](http://www.baselr.org/)"," Basel","http://www.baselr.org/","BaselR",NA,NA,NA," Basel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Basel_-_M%C3%BCnsterpfalz1.jpg/1200px-Basel_-_M%C3%BCnsterpfalz1.jpg",13.3888599,52.5170365
"177",177," Basel","Switzerland","  * Basel: [BaselR](http://www.baselr.org/)"," Basel","http://www.baselr.org/","BaselR",NA,NA,NA," Basel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Basel_-_M%C3%BCnsterpfalz1.jpg/1200px-Basel_-_M%C3%BCnsterpfalz1.jpg",13.3888599,52.5170365
"178",178," Basel","Switzerland","  * Basel: [BaselR](http://www.baselr.org/)"," Basel","http://www.baselr.org/","BaselR",NA,NA,NA," Basel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Basel_-_M%C3%BCnsterpfalz1.jpg/1200px-Basel_-_M%C3%BCnsterpfalz1.jpg",13.3888599,52.5170365
"179",179," Belgrade","Serbia","  * Belgrade: [BelgradeR](https://www.meetup.com/BelgradeR/)"," Belgrade","https://www.meetup.com/BelgradeR/","BelgradeR",NA,"690","Branko K."," Belgrade",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Belgrade_Aerial_K1.jpg/1200px-Belgrade_Aerial_K1.jpg",13.3888599,52.5170365
"180",180," Belgrade","Serbia","  * Belgrade: [BelgradeR](https://www.meetup.com/BelgradeR/)"," Belgrade","https://www.meetup.com/BelgradeR/","BelgradeR",NA,"690","Branko K."," Belgrade",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Belgrade_Aerial_K1.jpg/1200px-Belgrade_Aerial_K1.jpg",13.3888599,52.5170365
"181",181," Belgrade","Serbia","  * Belgrade: [BelgradeR](https://www.meetup.com/BelgradeR/)"," Belgrade","https://www.meetup.com/BelgradeR/","BelgradeR",NA,"690","Branko K."," Belgrade",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Belgrade_Aerial_K1.jpg/1200px-Belgrade_Aerial_K1.jpg",13.3888599,52.5170365
"182",182," Belgrade","Serbia","  * Belgrade: [BelgradeR](https://www.meetup.com/BelgradeR/)"," Belgrade","https://www.meetup.com/BelgradeR/","BelgradeR",NA,"690","Branko K."," Belgrade",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Belgrade_Aerial_K1.jpg/1200px-Belgrade_Aerial_K1.jpg",13.3888599,52.5170365
"183",183," Berkeley","California","  * Berkeley: [The Berkeley R Language Beginner Study Group](https://www.meetup.com/r-enthusiasts/)"," Berkeley","https://www.meetup.com/r-enthusiasts/","The Berkeley R Language Beginner Study Group",NA,"1,558","Jim P."," Berkeley",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Berkeley-downtown-Bay-bridge-SF-in-back-from-Lab.jpg/1200px-Berkeley-downtown-Bay-bridge-SF-in-back-from-Lab.jpg",13.3888599,52.5170365
"184",184," Birmingham","England","  * Birmingham: [Birmingham R User Group](https://www.meetup.com/BirminghamR/); [\@BirminghamR](https://twitter.com/birminghamr)"," Birmingham","https://www.meetup.com/BirminghamR/","Birmingham R User Group",NA,"388","Adnan F."," Birmingham",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Library-of-Birmingham-oblique-crop.jpg/1200px-Library-of-Birmingham-oblique-crop.jpg",13.3888599,52.5170365
"185",185," Bogota","Colombia","  * Bogota: [Bogotá R Users Group](https://www.meetup.com/it/Bogota-R-Users-Group/)"," Bogota","https://www.meetup.com/it/Bogota-R-Users-Group/","Bogotá R Users Group",NA,"1.203","Sandra G."," Bogota",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Centro_fin_Bt%C3%A1_2.jpg/1200px-Centro_fin_Bt%C3%A1_2.jpg",13.3888599,52.5170365
"186",186," Boston","Massachusetts","  * Boston: [Greater Boston useR Group](https://www.meetup.com/Boston-useR/)"," Boston","https://www.meetup.com/Boston-useR/","Greater Boston useR Group",NA,"3,105","Josh P."," Boston",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Boston_Montage.jpg/1200px-Boston_Montage.jpg",13.3888599,52.5170365
"187",187," Braga","Portugal","  * Braga: [R@Minho](https://www.meetup.com/R-Minho/)"," Braga","https://www.meetup.com/R-Minho/","R@Minho",NA,"37","Nelson A."," Braga",NA,"https://upload.wikimedia.org/wikipedia/commons/7/7e/Braga_Montage.png",13.3888599,52.5170365
"188",188," Braga","Portugal","  * Braga: [R@Minho](https://www.meetup.com/R-Minho/)"," Braga","https://www.meetup.com/R-Minho/","R@Minho",NA,"37","Nelson A."," Braga",NA,"https://upload.wikimedia.org/wikipedia/commons/7/7e/Braga_Montage.png",13.3888599,52.5170365
"189",189," Braga","Portugal","  * Braga: [R@Minho](https://www.meetup.com/R-Minho/)"," Braga","https://www.meetup.com/R-Minho/","R@Minho",NA,"37","Nelson A."," Braga",NA,"https://upload.wikimedia.org/wikipedia/commons/7/7e/Braga_Montage.png",13.3888599,52.5170365
"190",190," Braga","Portugal","  * Braga: [R@Minho](https://www.meetup.com/R-Minho/)"," Braga","https://www.meetup.com/R-Minho/","R@Minho",NA,"37","Nelson A."," Braga",NA,"https://upload.wikimedia.org/wikipedia/commons/7/7e/Braga_Montage.png",13.3888599,52.5170365
"191",191," Brasilia","Brazil","  * Brasilia: [Brasília UseR Meetup Linguagem de Programaçao ""R""](https://www.meetup.com/Brasilia-UseR-Meetup/)"," Brasilia","https://www.meetup.com/Brasilia-UseR-Meetup/","Brasília UseR Meetup Linguagem de Programaçao ""R""",NA,"452","Leonardo O."," Brasilia",NA,"https://upload.wikimedia.org/wikipedia/commons/5/54/Montagem_Bras%C3%ADlia.jpg",13.3888599,52.5170365
