unique_identifier,baseline_bottom,baseline_top,baselinepos_min,baselinepos_mid,baselinepos_max,l0,l1,l2,l3,l4,level,segment,lcm,aut_min_Y1,aut_min_Y2,aut_min_Y3,aut_mid_Y1,aut_mid_Y2,aut_mid_Y3,aut_max_Y1,aut_max_Y2,aut_max_Y3,aut_min_Y1_q,aut_min_Y2_q,aut_min_Y3_q,aut_mid_Y1_q,aut_mid_Y2_q,aut_mid_Y3_q,aut_max_Y1_q,aut_max_Y2_q,aut_max_Y3_q,lcm_or_aut,lcm_max,lcm_mid,lcm_min,lcm_min_Y1,lcm_min_Y2,lcm_min_Y3,lcm_mid_Y1,lcm_mid_Y2,lcm_mid_Y3,lcm_max_Y1,lcm_max_Y2,lcm_max_Y3,autorlcm_min_Y1,autorlcm_min_Y2,autorlcm_min_Y3,autorlcm_mid_Y1,autorlcm_mid_Y2,autorlcm_mid_Y3,autorlcm_max_Y1,autorlcm_max_Y2,autorlcm_max_Y3,pro_min_Y0,pro_min_Y1,pro_min_Y2,pro_min_Y3,pro_mid_Y0,pro_mid_Y1,pro_mid_Y2,pro_mid_Y3,pro_max_Y0,pro_max_Y1,pro_max_Y2,pro_max_Y3,out_considered_min,out_considered_mid,out_considered_max,out_yesno,out_year_min,out_year_mid,out_year_max,out_quarter_min,out_quarter_mid,out_quarter_max,hire_min_Y1,hire_mid_Y1,hire_max_Y1,hire_min_Y2,hire_mid_Y2,hire_max_Y2,hire_min_Y3,hire_mid_Y3,hire_max_Y3,exit_min_Y1,exit_mid_Y1,exit_max_Y1,exit_min_Y2,exit_mid_Y2,exit_max_Y2,exit_min_Y3,exit_mid_Y3,exit_max_Y3,driver_group,baseline_mid,dd_min_Y0,dd_min_Y1,dd_min_Y2,dd_min_Y3,dd_mid_Y0,dd_mid_Y1,dd_mid_Y2,dd_mid_Y3,dd_max_Y0,dd_max_Y1,dd_max_Y2,dd_max_Y3
1456,1,1,0.25,0.6,0.99,Finance,Business Finance,All,CBU Commercial Finance,N/A,NA,Specialist,0.26,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.74,0.913333333,1,1,1,1,1,0.913333333,0.913333333,0.913333333,0.826666667,0.74,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,1,1,2,3,4,1,2,3,4,1,2,3,4
1455,2,2,0.25,0.6,0.99,Finance,Business Finance,All,EBU Commercial Finance,N/A,NA,Specialist,0.26,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.74,0.913333333,1,1,1,1,1,0.913333333,0.913333333,0.913333333,0.826666667,0.74,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,2,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
1454,1,1,0.25,0.6,0.99,Finance,Business Finance,All,Wholesale Commercial Finance,N/A,NA,Specialist,0.19,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.81,0.936666667,1,1,1,1,1,0.936666667,0.936666667,0.936666667,0.873333333,0.81,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,1,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
12,3,3,0.25,0.6,0.99,Finance,Business Finance,Capex & Opex Management,N/A,N/A,2,NA,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,3,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
13,3,4,0.25,0.6,0.99,Finance,Business Finance,Capex & Opex Management,Non-Tech Capex & Opex Management,N/A,3,Critical,0.38,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.62,0.873333333,1,1,1,1,1,0.873333333,0.873333333,0.873333333,0.746666667,0.62,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,3.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
1451,3,3,0.25,0.6,0.99,Finance,Business Finance,Capex & Opex Management,Non-Tech Capex & Opex Management,Commercial P&L,NA,Specialist,0.22,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.78,0.926666667,1,1,1,1,1,0.926666667,0.926666667,0.926666667,0.853333333,0.78,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,3,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
14,3,3,0.25,0.6,0.99,Finance,Business Finance,Capex & Opex Management,Technology Application Capex & Opex Management,N/A,3,Critical,0.25,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.75,0.916666667,1,1,1,1,1,0.916666667,0.916666667,0.916666667,0.833333333,0.75,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,3,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
15,3,4,0.25,0.6,0.99,Finance,Business Finance,Capex & Opex Management,Technology Infrastructure Capex & Opex Management,N/A,3,Critical,0.65,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.35,0.783333333,1,1,1,1,1,0.783333333,0.783333333,0.783333333,0.566666667,0.35,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,3.5,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
1565,1,1,0.25,0.6,0.99,Finance,Business Finance,Commercial Finance,N/A,N/A,NA,NA,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,1,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
6,3,4,0.25,0.6,0.99,Finance,Business Finance,Commercial Finance,CBU Commercial Finance,CBU Product & Services Assessment,4,Specialist,0.18,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.82,0.94,1,1,1,1,1,0.94,0.94,0.94,0.88,0.82,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,3.5,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
7,3,3,0.25,0.6,0.99,Finance,Business Finance,Commercial Finance,CBU Commercial Finance,CBU Profitability Review,4,Specialist,0.18,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.82,0.94,1,1,1,1,1,0.94,0.94,0.94,0.88,0.82,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,3,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
8,3,3,0.25,0.6,0.99,Finance,Business Finance,Commercial Finance,EBU Commercial Finance,EBU Product & Services Assessment,4,Specialist,0.25,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.75,0.916666667,1,1,1,1,1,0.916666667,0.916666667,0.916666667,0.833333333,0.75,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,3,1,2,3,4,1,2,3,4,1,2,3,4
9,3,4,0.25,0.6,0.99,Finance,Business Finance,Commercial Finance,EBU Commercial Finance,EBU Profitability Review,4,Specialist,0.36,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.64,0.88,1,1,1,1,1,0.88,0.88,0.88,0.76,0.64,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,3.5,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
10,3,3,0.25,0.6,0.99,Finance,Business Finance,Commercial Finance,Wholesale Commercial Finance,WBU Product & Services Assessment,4,Specialist,0.19,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.81,0.936666667,1,1,1,1,1,0.936666667,0.936666667,0.936666667,0.873333333,0.81,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,3,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
11,3,3,0.25,0.6,0.99,Finance,Business Finance,Commercial Finance,Wholesale Commercial Finance,WBU Profitability Review,4,Specialist,0.19,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.81,0.936666667,1,1,1,1,1,0.936666667,0.936666667,0.936666667,0.873333333,0.81,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,3,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
16,1,1,0.25,0.6,0.99,Finance,Business Finance,Profitability Management,N/A,N/A,2,NA,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,1,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
17,1,1,0.25,0.6,0.99,Finance,Business Finance,Profitability Management,Costing Management,N/A,3,NA,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,1,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
18,3,4,0.25,0.6,0.99,Finance,Business Finance,Profitability Management,Costing Management,Allocation,4,Specialist,0.19,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.81,0.936666667,1,1,1,1,1,0.936666667,0.936666667,0.936666667,0.873333333,0.81,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,3.5,1,2,3,4,1,2,3,4,1,2,3,4
19,5,6,0.25,0.6,0.99,Finance,Business Finance,Profitability Management,Costing Management,Modeling,4,Specialist,0.22,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.78,0.926666667,1,1,1,1,1,0.926666667,0.926666667,0.926666667,0.853333333,0.78,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,5.5,1,2,3,4,1,2,3,4,1,2,3,4
20,3,3,0.25,0.6,0.99,Finance,Business Finance,Profitability Management,Costing Management,Technical Support,4,Support,0.2,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.8,0.933333333,1,1,1,1,1,0.933333333,0.933333333,0.933333333,0.866666667,0.8,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,3,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
1453,3,3,0.25,0.6,0.99,Finance,Business Finance,Profitability Management,P&L Analysis & Reporting,Product / Service Profitability,NA,Specialist,0.19,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.81,0.936666667,1,1,1,1,1,0.936666667,0.936666667,0.936666667,0.873333333,0.81,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,3,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
1452,3,3,0.25,0.6,0.99,Finance,Business Finance,Profitability Management,P&L Analysis & Reporting,Regulatory P&L,NA,Specialist,0.19,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.81,0.936666667,1,1,1,1,1,0.936666667,0.936666667,0.936666667,0.873333333,0.81,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,3,1,2,3,4,1,2,3,4,1,2,3,4
21,3,4,0.25,0.6,0.99,Finance,Business Finance,Profitability Management,Profitability Steering,N/A,3,Support,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,3.5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
22,1,1,0.25,0.6,0.99,Finance,Business Finance,Revenue Assurance & Fraud Management,N/A,N/A,2,NA,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,1,1,2,3,4,1,2,3,4,1,2,3,4
23,6,8,0.25,0.6,0.99,Finance,Business Finance,Revenue Assurance & Fraud Management,Consumer Revenue Assurance,N/A,3,Specialist,0.82,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.18,0.726666667,1,1,1,1,1,0.726666667,0.726666667,0.726666667,0.453333333,0.18,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,7,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
24,6,8,0.25,0.6,0.99,Finance,Business Finance,Revenue Assurance & Fraud Management,Enterprise & Wholesale Revenue Assurance,N/A,3,Specialist,0.82,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.18,0.726666667,1,1,1,1,1,0.726666667,0.726666667,0.726666667,0.453333333,0.18,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,7,1,2,3,4,1,2,3,4,1,2,3,4
25,1,1,0.25,0.6,0.99,Finance,Business Finance,Revenue Assurance & Fraud Management,Fraud Management,N/A,3,NA,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,1,1,2,3,4,1,2,3,4,1,2,3,4
26,6,8,0.25,0.6,0.99,Finance,Business Finance,Revenue Assurance & Fraud Management,Fraud Management,Consumer Fraud Management,4,Support,0.18,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.82,0.94,1,1,1,1,1,0.94,0.94,0.94,0.88,0.82,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,7,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
27,7,9,0.25,0.6,0.99,Finance,Business Finance,Revenue Assurance & Fraud Management,Fraud Management,Enterprise & ICT Fraud Management,4,Specialist,0.18,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.82,0.94,1,1,1,1,1,0.94,0.94,0.94,0.88,0.82,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,8,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
28,5,7,0.25,0.6,0.99,Finance,Business Finance,Revenue Assurance & Fraud Management,Fraud Management,Wholesale Fraud Management,4,Support,0.18,1,1,1,1,0.99,0.99,0.99,0.98,0.97,1,1,1,1,1,1,1,1,1,aut,0.82,0.94,1,1,1,1,1,0.94,0.94,0.94,0.88,0.82,1,1,1,1,0.99,0.99,0.99,0.98,0.97,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,6,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
29,2,2,0.25,0.6,0.99,Finance,Corporate Finance Sector,N/A,N/A,N/A,1,NA,1,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,2,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
30,1,1,0.25,0.6,0.99,Finance,Corporate Finance Sector,Capital & Treasury Management,N/A,N/A,2,NA,1,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,1,1,2,3,4,1,2,3,4,1,2,3,4
34,1,1,0.25,0.6,0.99,Finance,Corporate Finance Sector,Capital & Treasury Management,Capital Management,N/A,3,NA,1,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,aut,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,1,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
35,3,3,0.25,0.6,0.99,Finance,Corporate Finance Sector,Capital & Treasury Management,Capital Management,Capital Structure & Dividends Mgt.,4,Support,0.25,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,aut,0.75,0.85,0.95,1,0.95,0.95,0.95,0.9,0.85,0.9,0.85,0.75,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,3,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
36,3,3,0.25,0.6,0.99,Finance,Corporate Finance Sector,Capital & Treasury Management,Capital Management,Facilities Management,4,Support,0.36,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,aut,0.64,0.784,0.928,1,0.928,0.928,0.928,0.856,0.784,0.856,0.784,0.64,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,0,0,0,0,NA,NA,NA,NA,NA,NA,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,3,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
